Gene	Gene.name	Tissue	nTPM	brain_2	brain_1	mean_expression	sd_expression
ENSG00000156500	PABIR3	choroid plexus	7.1	Brain	Brain	2.358	1.84789897241297
ENSG00000156564	LRFN2	cerebral cortex	6.3	Brain	Brain	0.538	1.16319229989311
ENSG00000156603	MED19	choroid plexus	25.1	Brain	Brain	11.9	3.58050275799363
ENSG00000156642	NPTN	cerebral cortex	223.4	Brain	Brain	111.602	50.8049993120957
ENSG00000156671	SAMD8	cerebral cortex	24.6	Brain	Brain	11.35	5.95374174921339
ENSG00000156687	UNC5D	cerebral cortex	5	Brain	Brain	0.956	1.53532021522069
ENSG00000156735	BAG4	cerebral cortex	17.1	Brain	Brain	7.938	4.1646172374774
ENSG00000156795	NTAQ1	choroid plexus	20.7	Brain	Brain	9.906	3.9439134195903
ENSG00000156858	PRR14	cerebellum	36.5	Brain	Brain	18.196	7.09175894245985
ENSG00000156925	ZIC3	cerebellum	16.6	Brain	Brain	0.624	2.38443592781973
ENSG00000156928	MALSU1	choroid plexus	7.2	Brain	Brain	2.614	1.30852931934743
ENSG00000156958	GALK2	choroid plexus	21.2	Brain	Brain	11.024	4.7152622365234
ENSG00000156959	LHFPL4	basal ganglia	13.4	Brain	Brain	2.43	4.95227220576575
ENSG00000156973	PDE6D	spinal cord	46.9	Brain	Brain	22.424	11.2680614199278
ENSG00000156976	EIF4A2	cerebellum	498.6	Brain	Brain	248.154	119.876225639071
ENSG00000157005	SST	hypothalamus	593.7	Brain	Brain	59.668	132.940211265924
ENSG00000157064	NMNAT2	cerebellum	81.4	Brain	Brain	7.064	14.415690997617
ENSG00000157077	ZFYVE9	cerebellum	23.2	Brain	Brain	10.74	5.58682853336528
ENSG00000157087	ATP2B2	cerebellum	63.5	Brain	Brain	7.664	15.8829617348084
ENSG00000157103	SLC6A1	amygdala	92.2	Brain	Brain	15.802	28.9904804220634
ENSG00000157152	SYN2	amygdala	88.6	Brain	Brain	10.75	25.958493164029
ENSG00000157168	NRG1	hypothalamus	11.7	Brain	Brain	3.314	3.39627707338251
ENSG00000157211	CDCP2	cerebral cortex	0.1	Brain	Brain	0.012	0.0328260722659316
ENSG00000157212	PAXIP1	cerebellum	23.7	Brain	Brain	5.432	4.30379234761955
ENSG00000157219	HTR5A	cerebellum	15.2	Brain	Brain	0.884	2.67889407580586
ENSG00000157322	CLEC18A	choroid plexus	15.9	Brain	Brain	1.134	3.89754553847544
ENSG00000157330	CFAP107	choroid plexus	45.3	Brain	Brain	2.676	9.7294327288126
ENSG00000157350	ST3GAL2	cerebellum	14.1	Brain	Brain	6.284	3.42245645162437
ENSG00000157445	CACNA2D3	basal ganglia	16.2	Brain	Brain	2.024	3.72353573466765
ENSG00000157470	FAM81A	cerebral cortex	27.9	Brain	Brain	3.304	4.505369132536
ENSG00000157542	KCNJ6	cerebellum	3.8	Brain	Brain	0.516	1.14095556085096
ENSG00000157570	TSPAN18	cerebellum	52.9	Brain	Brain	15.476	16.5355838933458
ENSG00000157593	SLC35B2	choroid plexus	47.4	Brain	Brain	24.804	7.4076893309918
ENSG00000157680	DGKI	choroid plexus	11.9	Brain	Brain	1.356	2.94085646278323
ENSG00000157693	TMEM268	cerebral cortex	20.1	Brain	Brain	6.704	3.15465060001314
ENSG00000157703	SVOPL	choroid plexus	8.8	Brain	Brain	0.792	1.49213447990536
ENSG00000157734	SNX22	hippocampal formation	21.3	Brain	Brain	5.078	8.03871474141716
ENSG00000157764	BRAF	cerebellum	16.2	Brain	Brain	8.054	2.68656597437954
ENSG00000157778	PSMG3	cerebral cortex	51	Brain	Brain	26.896	9.92029377445187
ENSG00000157782	CABP1	cerebral cortex	420.1	Brain	Brain	19.612	63.357111096787
ENSG00000157827	FMNL2	midbrain	112.4	Brain	Brain	29.38	35.4744863764575
ENSG00000157833	GAREM2	amygdala	21.7	Brain	Brain	4.758	6.7767938358694
ENSG00000157851	DPYSL5	spinal cord	127.6	Brain	Brain	7.278	20.4677974050029
ENSG00000157856	DRC1	choroid plexus	23.7	Brain	Brain	2.186	6.77868839278887
ENSG00000157870	PRXL2B	cerebral cortex	42.4	Brain	Brain	10.9	8.49758669222249
ENSG00000157890	MEGF11	cerebellum	25.5	Brain	Brain	2.244	4.62465266208155
ENSG00000157895	C12orf43	cerebral cortex	18.1	Brain	Brain	8.128	2.37375445319891
ENSG00000157911	PEX10	amygdala	32.5	Brain	Brain	14.014	8.82105574689311
ENSG00000157927	RADIL	cerebellum	10.6	Brain	Brain	1.99	2.01030508396418
ENSG00000157933	SKI	cerebellum	113.6	Brain	Brain	22.536	16.2658244456885
ENSG00000157954	WIPI2	choroid plexus	52.2	Brain	Brain	32.476	7.57570122032224
ENSG00000157978	LDLRAP1	cerebellum	78.8	Brain	Brain	18.344	14.3516785621411
ENSG00000157985	AGAP1	cerebral cortex	23.1	Brain	Brain	6.612	6.84342795114035
ENSG00000158008	EXTL1	amygdala	20.1	Brain	Brain	3.154	6.90838620808073
ENSG00000158023	CFAP251	choroid plexus	19.6	Brain	Brain	2.596	4.69206712202106
ENSG00000158062	UBXN11	basal ganglia	48.8	Brain	Brain	14.984	12.7244479452039
ENSG00000158079	PTPDC1	basal ganglia	10.3	Brain	Brain	3.804	2.18753052456837
ENSG00000158106	RHPN1	cerebral cortex	16.6	Brain	Brain	4.542	5.27849275023521
ENSG00000158109	TPRG1L	basal ganglia	83.9	Brain	Brain	46.164	17.2397589831157
ENSG00000158113	LRRC43	choroid plexus	10.5	Brain	Brain	1.454	3.01236973636561
ENSG00000158156	XKR8	choroid plexus	23.6	Brain	Brain	7.952	4.01864227249524
ENSG00000158169	FANCC	cerebellum	11.4	Brain	Brain	3.528	3.53692129469938
ENSG00000158186	MRAS	basal ganglia	129.2	Brain	Brain	33.704	37.3692930800962
ENSG00000158220	ESYT3	cerebellum	5.2	Brain	Brain	1.044	1.54684141635364
ENSG00000158258	CLSTN2	cerebral cortex	20.4	Brain	Brain	3.718	6.58172144221078
ENSG00000158270	COLEC12	choroid plexus	16.3	Brain	Brain	4.832	5.34985942977639
ENSG00000158301	GPRASP2	cerebral cortex	30.4	Brain	Brain	10.628	7.69574597569651
ENSG00000158352	SHROOM4	spinal cord	12.2	Brain	Brain	3.084	2.71634207818424
ENSG00000158417	EIF5B	choroid plexus	81.8	Brain	Brain	40.356	17.0569174428752
ENSG00000158423	RIBC1	choroid plexus	27.4	Brain	Brain	3.668	7.25228859022573
ENSG00000158428	CATIP	choroid plexus	15.9	Brain	Brain	1.464	3.62765792775674
ENSG00000158458	NRG2	cerebellum	11.8	Brain	Brain	2.242	2.27892652853245
ENSG00000158467	AHCYL2	choroid plexus	266.4	Brain	Brain	30.342	46.6522746563578
ENSG00000158480	SPATA2	basal ganglia	17.7	Brain	Brain	7.46	4.75540508800464
ENSG00000158526	TSR2	amygdala	134.2	Brain	Brain	43.666	38.832379766985
ENSG00000158528	PPP1R9A	cerebral cortex	11.7	Brain	Brain	4.458	3.48548535547997
ENSG00000158545	ZC3H18	cerebellum	22.4	Brain	Brain	13.422	4.2553347070927
ENSG00000158555	GDPD5	cerebellum	56.9	Brain	Brain	15.132	20.0669333044414
ENSG00000158560	DYNC1I1	cerebellum	64.6	Brain	Brain	11.624	15.7297529074875
ENSG00000158669	GPAT4	cerebellum	48.5	Brain	Brain	23.6	8.96079898041168
ENSG00000158748	HTR6	basal ganglia	3.4	Brain	Brain	0.126	0.504999494847191
ENSG00000158792	SPATA2L	cerebral cortex	13.4	Brain	Brain	5.48	3.81484747067164
ENSG00000158805	ZNF276	cerebellum	23.8	Brain	Brain	11.292	5.00505214146421
ENSG00000158806	NPM2	cerebellum	37.5	Brain	Brain	9.148	13.1134802118014
ENSG00000158815	FGF17	cerebellum	72.1	Brain	Brain	3.464	10.5341380903291
ENSG00000158816	VWA5B1	choroid plexus	13.6	Brain	Brain	0.662	2.02039499068062
ENSG00000158856	DMTN	amygdala	209.7	Brain	Brain	48.508	65.9004469960995
ENSG00000158865	SLC5A11	midbrain	29.1	Brain	Brain	2.91	9.08428223215623
ENSG00000158887	MPZ	spinal cord	40.2	Brain	Brain	6.276	7.16247477468222
ENSG00000158987	RAPGEF6	cerebellum	17.3	Brain	Brain	6.122	4.09216723180532
ENSG00000159079	CFAP298	choroid plexus	67.7	Brain	Brain	27.176	12.0326182537641
ENSG00000159082	SYNJ1	cerebral cortex	41.2	Brain	Brain	10.234	9.54231414195076
ENSG00000159164	SV2A	cerebellum	107.3	Brain	Brain	16.402	28.2798297630762
ENSG00000159167	STC1	choroid plexus	60.6	Brain	Brain	11.938	15.6265588936638
ENSG00000159212	CLIC6	choroid plexus	421.9	Brain	Brain	16.2	61.6164601650022
ENSG00000159214	CCDC24	choroid plexus	12.4	Brain	Brain	4.59	3.88693520734813
ENSG00000159228	CBR1	choroid plexus	389.9	Brain	Brain	91.792	106.521726901327
ENSG00000159363	ATP13A2	cerebral cortex	103	Brain	Brain	23.082	21.3506267173704
ENSG00000159377	PSMB4	choroid plexus	281.5	Brain	Brain	180.706	40.5448474795856
ENSG00000159409	CELF3	amygdala	68.7	Brain	Brain	12.612	27.8934901336626
ENSG00000159685	CHCHD6	amygdala	45.1	Brain	Brain	14.868	13.9876832117636
ENSG00000159692	CTBP1	cerebellum	188	Brain	Brain	80.73	34.4871951984075
ENSG00000159720	ATP6V0D1	cerebral cortex	133.3	Brain	Brain	75.592	22.086701511848
ENSG00000159723	AGRP	hypothalamus	23	Brain	Brain	1.684	6.16171060266712
ENSG00000159733	ZFYVE28	cerebellum	60.5	Brain	Brain	6.626	8.36217943469041
ENSG00000159784	FAM131B	cerebellum	57.5	Brain	Brain	4.562	10.5411901508282
ENSG00000159788	RGS12	cerebral cortex	27.4	Brain	Brain	9.748	6.65405323767371
ENSG00000159842	ABR	amygdala	75.6	Brain	Brain	21.936	23.64131423537
ENSG00000159885	ZNF222	cerebellum	6.9	Brain	Brain	3.6	1.3355423877166
ENSG00000159899	NPR2	cerebellum	24.9	Brain	Brain	7.1	5.80098513801135
ENSG00000159905	ZNF221	cerebellum	2.5	Brain	Brain	0.982	0.505758674403805
ENSG00000160007	ARHGAP35	amygdala	31.2	Brain	Brain	15.272	7.47403778531568
ENSG00000160014	CALM3	amygdala	860.5	Brain	Brain	263.48	274.038863622498
ENSG00000160094	ZNF362	cerebellum	22.2	Brain	Brain	13.43	4.31226300738927
ENSG00000160131	VMA21	hypothalamus	19	Brain	Brain	10.564	3.54997901689688
ENSG00000160145	KALRN	cerebral cortex	46.2	Brain	Brain	7.368	8.15601543372142
ENSG00000160188	RSPH1	choroid plexus	112	Brain	Brain	12.002	26.9806997534103
ENSG00000160199	PKNOX1	cerebellum	13.1	Brain	Brain	5.252	1.97765476444877
ENSG00000160209	PDXK	amygdala	62.3	Brain	Brain	20.492	15.5945678663686
ENSG00000160223	ICOSLG	cerebral cortex	12	Brain	Brain	5.198	3.28766960453319
ENSG00000160224	AIRE	hypothalamus	0.9	Brain	Brain	0.096	0.2285357114951
ENSG00000160226	CFAP410	basal ganglia	41.9	Brain	Brain	18.384	11.0869174604806
ENSG00000160271	RALGDS	cerebellum	71.5	Brain	Brain	31.04	19.8420086211666
ENSG00000160285	LSS	spinal cord	51.7	Brain	Brain	19.99	10.5165224717089
ENSG00000160307	S100B	midbrain	2756.6	Brain	Brain	316.782	942.766410285849
ENSG00000160310	PRMT2	hypothalamus	85.9	Brain	Brain	43.046	17.4749874894119
ENSG00000160326	SLC2A6	cerebral cortex	17	Brain	Brain	3.908	4.14008971607414
ENSG00000160345	PIERCE1	choroid plexus	59.4	Brain	Brain	9.946	17.3062358703445
ENSG00000160360	GPSM1	cerebellum	105.5	Brain	Brain	18.982	18.9927879975102
ENSG00000160396	HIPK4	basal ganglia	8.8	Brain	Brain	0.92	2.855642463186
ENSG00000160401	CFAP157	choroid plexus	37.9	Brain	Brain	3.566	9.85930845776245
ENSG00000160408	ST6GALNAC6	amygdala	159.1	Brain	Brain	52.816	36.09035916266
ENSG00000160445	ZER1	cerebral cortex	72	Brain	Brain	29.072	13.4597668051486
ENSG00000160460	SPTBN4	cerebellum	23.9	Brain	Brain	2.39	4.33534359441471
ENSG00000160469	BRSK1	amygdala	126.2	Brain	Brain	23.292	44.0504805042245
ENSG00000160551	TAOK1	cerebral cortex	17.9	Brain	Brain	10.828	3.10200988169323
ENSG00000160570	DEDD2	cerebellum	19.6	Brain	Brain	9.142	4.36278744448022
ENSG00000160584	SIK3	cerebral cortex	24.8	Brain	Brain	11.678	3.81470249194361
ENSG00000160633	SAFB	cerebellum	70.1	Brain	Brain	40.578	12.8401838946714
ENSG00000160695	VPS11	cerebellum	25.4	Brain	Brain	17.768	3.337079255754
ENSG00000160714	UBE2Q1	cerebral cortex	35.3	Brain	Brain	25.874	4.22073646731594
ENSG00000160716	CHRNB2	basal ganglia	9.5	Brain	Brain	1.608	3.38657855153461
ENSG00000160753	RUSC1	cerebellum	90.1	Brain	Brain	24.932	14.5787018262524
ENSG00000160781	PAQR6	midbrain	807.2	Brain	Brain	80.222	231.727466852502
ENSG00000160785	SLC25A44	cerebral cortex	26.1	Brain	Brain	13.814	5.44096367514852
ENSG00000160803	UBQLN4	basal ganglia	44.7	Brain	Brain	23.766	9.62466241125434
ENSG00000160838	LRRC71	choroid plexus	11.1	Brain	Brain	1.202	4.09755975165309
ENSG00000160877	NACC1	amygdala	32.7	Brain	Brain	14.992	7.56085083215655
ENSG00000160917	CPSF4	cerebellum	30.5	Brain	Brain	18.488	5.88923750305139
ENSG00000160953	PWWP3A	cerebellum	38.8	Brain	Brain	15.762	9.86688731597369
ENSG00000160957	RECQL4	cerebellum	14.1	Brain	Brain	4.334	4.85771467222342
ENSG00000160959	LRRC14	cerebral cortex	19.2	Brain	Brain	10.68	3.97835983022847
ENSG00000160961	ZNF333	cerebellum	7.7	Brain	Brain	4.162	1.50358618927264
ENSG00000160963	COL26A1	cerebral cortex	22.3	Brain	Brain	1.666	3.61626766663292
ENSG00000160973	FOXH1	amygdala	2.9	Brain	Brain	0.566	1.12078871645765
ENSG00000160993	ALKBH4	cerebellum	11.8	Brain	Brain	4.448	1.78762640483556
ENSG00000161010	MRNIP	cerebellum	36.3	Brain	Brain	10.202	6.58729420156404
ENSG00000161048	NAPEPLD	cerebral cortex	11.7	Brain	Brain	4.374	3.17090150060367
ENSG00000161082	CELF5	basal ganglia	22.7	Brain	Brain	2.532	6.04511744285909
ENSG00000161091	MFSD12	hippocampal formation	41.8	Brain	Brain	19.54	10.2753320617677
ENSG00000161203	AP2M1	cerebral cortex	385.2	Brain	Brain	189.772	59.6548885726245
ENSG00000161243	FBXO27	cerebellum	20.8	Brain	Brain	7.31	6.03419676611932
ENSG00000161265	U2AF1L4	basal ganglia	12	Brain	Brain	4.284	3.15357652483005
ENSG00000161298	ZNF382	cerebellum	22.4	Brain	Brain	2.9	3.69809658707651
ENSG00000161509	GRIN2C	cerebellum	115.9	Brain	Brain	5.718	17.3322948537682
ENSG00000161526	SAP30BP	choroid plexus	60.3	Brain	Brain	19.292	6.7627985995414
ENSG00000161551	ZNF577	choroid plexus	26.4	Brain	Brain	9.518	5.27190048216747
ENSG00000161610	HCRT	hypothalamus	441.9	Brain	Brain	8.908	62.4843224092154
ENSG00000161647	MPP3	cerebellum	42.4	Brain	Brain	2.082	6.05713241238992
ENSG00000161677	JOSD2	midbrain	66.1	Brain	Brain	28.874	18.4664816047114
ENSG00000161681	SHANK1	amygdala	21.1	Brain	Brain	2.508	6.269128768035
ENSG00000161682	FAM171A2	basal ganglia	10.1	Brain	Brain	2.338	3.73935987100706
ENSG00000161904	LEMD2	cerebellum	81.6	Brain	Brain	42.882	10.4532914453208
ENSG00000161914	ZNF653	cerebellum	30.2	Brain	Brain	7.378	5.26359425580999
ENSG00000161955	TNFSF13	choroid plexus	174.6	Brain	Brain	33.398	30.9858393595579
ENSG00000161956	SENP3	cerebellum	39.5	Brain	Brain	26.852	4.87966375556215
ENSG00000161981	SNRNP25	amygdala	88.9	Brain	Brain	32.59	27.5102819368486
ENSG00000161992	PRR35	cerebellum	138	Brain	Brain	3.234	19.594372474082
ENSG00000161999	JMJD8	choroid plexus	59.8	Brain	Brain	19.572	10.4900932857081
ENSG00000162004	CCDC78	basal ganglia	16.5	Brain	Brain	2.262	4.80810922148346
ENSG00000162006	MSLNL	cerebral cortex	0.5	Brain	Brain	0.044	0.118079876112982
ENSG00000162032	SPSB3	cerebellum	66.6	Brain	Brain	23.732	14.7368404112321
ENSG00000162065	TBC1D24	cerebral cortex	10.3	Brain	Brain	2.802	2.72909419076015
ENSG00000162068	NTN3	basal ganglia	0.3	Brain	Brain	0.05	0.0886405260427918
ENSG00000162073	PAQR4	spinal cord	143.5	Brain	Brain	16.572	24.1481992399146
ENSG00000162076	FLYWCH2	cerebellum	43.4	Brain	Brain	22.196	10.5929310275817
ENSG00000162105	SHANK2	cerebral cortex	9.7	Brain	Brain	1.92	2.26796681399613
ENSG00000162148	PPP1R32	choroid plexus	52	Brain	Brain	9.528	14.5869390838769
ENSG00000162174	ASRGL1	basal ganglia	124.6	Brain	Brain	25.722	32.834783012991
ENSG00000162188	GNG3	amygdala	316.7	Brain	Brain	44.722	104.563712225063
ENSG00000162236	STX5	choroid plexus	47.8	Brain	Brain	31.006	8.28789158584833
ENSG00000162302	RPS6KA4	cerebellum	55	Brain	Brain	13.266	8.57470437403184
ENSG00000162373	BEND5	cerebral cortex	6.6	Brain	Brain	1.988	1.25838250568428
ENSG00000162374	ELAVL4	cerebral cortex	38.3	Brain	Brain	3.152	6.70702464523851
ENSG00000162390	ACOT11	choroid plexus	26.4	Brain	Brain	6.724	8.00575201377875
ENSG00000162426	SLC45A1	cerebellum	10.5	Brain	Brain	2.36	2.18127466947046
ENSG00000162430	SELENON	choroid plexus	59.5	Brain	Brain	27.254	12.1779863286345
ENSG00000162456	KNCN	hypothalamus	0.7	Brain	Brain	0.036	0.119112363346719
ENSG00000162490	DRAXIN	amygdala	1	Brain	Brain	0.174	0.289834576323552
ENSG00000162493	PDPN	choroid plexus	72.5	Brain	Brain	21.594	24.6624510922485
ENSG00000162496	DHRS3	choroid plexus	169.5	Brain	Brain	58.242	55.2134710344629
ENSG00000162512	SDC3	basal ganglia	107.4	Brain	Brain	32.394	28.2127226330134
ENSG00000162517	PEF1	choroid plexus	90.5	Brain	Brain	55.242	15.308675544892
ENSG00000162543	UBXN10	choroid plexus	23.1	Brain	Brain	3.962	7.43820501717659
ENSG00000162545	CAMK2N1	amygdala	572.7	Brain	Brain	71.672	124.506742772905
ENSG00000162572	SCNN1D	cerebellum	35.5	Brain	Brain	7.658	7.45112209054202
ENSG00000162595	DIRAS3	basal ganglia	60.8	Brain	Brain	10.27	22.3094127658973
ENSG00000162621	LRRC53	cerebral cortex	0.3	Brain	Brain	0.012	0.047979587496419
ENSG00000162624	LHX8	basal ganglia	1.3	Brain	Brain	0.22	0.497339862443692
ENSG00000162630	B3GALT2	cerebral cortex	15.9	Brain	Brain	2.632	4.33403427088717
ENSG00000162631	NTNG1	hypothalamus	7.5	Brain	Brain	1.774	2.30729190142196
ENSG00000162636	FAM102B	cerebral cortex	16.7	Brain	Brain	7.514	4.13156144816945
ENSG00000162642	C1orf52	basal ganglia	26.6	Brain	Brain	12.874	4.99717512037286
ENSG00000162643	DNAI3	choroid plexus	41.2	Brain	Brain	2.7	7.00734308728045
ENSG00000162650	ATXN7L2	cerebellum	4.9	Brain	Brain	1.598	1.33897463053804
ENSG00000162664	ZNF326	spinal cord	26.9	Brain	Brain	11.164	7.36809891577557
ENSG00000162670	BRINP3	cerebral cortex	25.8	Brain	Brain	3.166	5.02445488971446
ENSG00000162687	KCNT2	cerebral cortex	2.1	Brain	Brain	0.63	0.706890286785029
ENSG00000162706	CADM3	cerebellum	336.1	Brain	Brain	30.59	56.6527815121308
ENSG00000162728	KCNJ9	cerebellum	72.8	Brain	Brain	7.424	17.4292220019092
ENSG00000162729	IGSF8	cerebellum	137.4	Brain	Brain	36.588	35.7490210512463
ENSG00000162734	PEA15	midbrain	952.4	Brain	Brain	222.878	325.942410895557
ENSG00000162761	LMX1A	choroid plexus	19.7	Brain	Brain	0.618	2.79932134632664
ENSG00000162836	ACP6	choroid plexus	20.9	Brain	Brain	8.998	4.36949023319188
ENSG00000162849	KIF26B	amygdala	3.1	Brain	Brain	0.796	0.939813268469773
ENSG00000162929	SANBR	spinal cord	7	Brain	Brain	2.812	1.89442145602852
ENSG00000162931	TRIM17	cerebellum	46.1	Brain	Brain	4.162	8.96896895309782
ENSG00000162944	RFTN2	cerebral cortex	25.6	Brain	Brain	4.546	5.19828111308077
ENSG00000162951	LRRTM1	basal ganglia	21.4	Brain	Brain	2.076	4.26464152619406
ENSG00000162975	KCNF1	basal ganglia	46.8	Brain	Brain	3.944	10.6079131033471
ENSG00000162989	KCNJ3	cerebellum	39.5	Brain	Brain	3.78	6.65849158624396
ENSG00000162992	NEUROD1	cerebellum	162.6	Brain	Brain	6.992	29.6865725161242
ENSG00000162998	FRZB	choroid plexus	152.8	Brain	Brain	25.424	51.1399782110686
ENSG00000163001	CFAP36	choroid plexus	183.9	Brain	Brain	50.608	35.2458064664349
ENSG00000163013	FBXO41	amygdala	37.3	Brain	Brain	6.748	11.651053031151
ENSG00000163032	VSNL1	cerebellum	562.6	Brain	Brain	50.584	147.438197858476
ENSG00000163040	CCDC74A	choroid plexus	64.5	Brain	Brain	10.652	14.4739208120491
ENSG00000163064	EN1	midbrain	9	Brain	Brain	0.812	2.65542494389374
ENSG00000163125	RPRD2	cerebellum	15.8	Brain	Brain	9.26	3.01011898876616
ENSG00000163132	MSX1	choroid plexus	144.4	Brain	Brain	8.998	21.4188500806068
ENSG00000163161	ERCC3	cerebellum	43.2	Brain	Brain	22.934	6.61740469504164
ENSG00000163235	TGFA	spinal cord	23	Brain	Brain	6.238	5.24960212292128
ENSG00000163273	NPPC	spinal cord	7.9	Brain	Brain	1.608	1.77394291604543
ENSG00000163281	GNPDA2	cerebellum	20.6	Brain	Brain	11.83	3.4842649211586
ENSG00000163285	GABRG1	amygdala	18	Brain	Brain	2.248	5.41830759027735
ENSG00000163288	GABRB1	cerebral cortex	13.3	Brain	Brain	0.672	2.00845559511557
ENSG00000163291	PAQR3	amygdala	2.3	Brain	Brain	0.65	0.683702405723306
ENSG00000163328	GPR155	choroid plexus	67.1	Brain	Brain	8.49	11.3623842352828
ENSG00000163344	PMVK	choroid plexus	103	Brain	Brain	44.108	20.7424718578937
ENSG00000163346	PBXIP1	choroid plexus	691.6	Brain	Brain	84.696	94.0533781576034
ENSG00000163377	TAFA4	spinal cord	6.9	Brain	Brain	1.062	2.72410929086398
ENSG00000163382	NAXE	choroid plexus	111.7	Brain	Brain	56.314	21.9838438821953
ENSG00000163393	SLC22A15	spinal cord	13.2	Brain	Brain	3.894	4.65128509782237
ENSG00000163449	TMEM169	cerebellum	3.9	Brain	Brain	1	1.17125434244398
ENSG00000163453	IGFBP7	choroid plexus	1682.5	Brain	Brain	352.982	337.188691006767
ENSG00000163462	TRIM46	basal ganglia	11.5	Brain	Brain	2.21	3.93489102097361
ENSG00000163468	CCT3	choroid plexus	155.3	Brain	Brain	94.456	24.8608548952454
ENSG00000163481	RNF25	choroid plexus	21.4	Brain	Brain	11.594	2.80759974471622
ENSG00000163485	ADORA1	amygdala	40.5	Brain	Brain	8.46	13.46808775421
ENSG00000163508	EOMES	cerebellum	17.2	Brain	Brain	1.606	3.51506437366663
ENSG00000163516	ANKZF1	cerebellum	23.9	Brain	Brain	10.906	4.25745013272652
ENSG00000163517	HDAC11	amygdala	73.9	Brain	Brain	23.316	23.8387556174343
ENSG00000163531	NFASC	cerebral cortex	33.3	Brain	Brain	7.452	5.85586188082907
ENSG00000163536	SERPINI1	cerebral cortex	314.7	Brain	Brain	33.252	61.7469167700886
ENSG00000163539	CLASP2	cerebellum	79.1	Brain	Brain	26.128	24.3612190975404
ENSG00000163590	PPM1L	cerebral cortex	16.4	Brain	Brain	5.864	4.52226961259273
ENSG00000163596	ICA1L	cerebellum	25.1	Brain	Brain	5.86	4.66878474770557
ENSG00000163602	RYBP	spinal cord	13.4	Brain	Brain	5.81	3.60743280305696
ENSG00000163617	CCDC191	choroid plexus	14.3	Brain	Brain	4.77	2.98774708652878
ENSG00000163618	CADPS	cerebral cortex	79.6	Brain	Brain	14.552	31.4258131257131
ENSG00000163625	WDFY3	spinal cord	15.3	Brain	Brain	7.442	3.45041198368294
ENSG00000163630	SYNPR	basal ganglia	257	Brain	Brain	12.828	40.8955465865447
ENSG00000163632	C3orf49	cerebral cortex	1.4	Brain	Brain	0.244	0.351765227829875
ENSG00000163673	DCLK3	basal ganglia	4.8	Brain	Brain	0.392	0.807323620719367
ENSG00000163697	APBB2	spinal cord	32.4	Brain	Brain	14.716	7.97054168133368
ENSG00000163703	CRELD1	cerebellum	71.6	Brain	Brain	29.122	19.8325674236153
ENSG00000163704	PRRT3	basal ganglia	12.6	Brain	Brain	3.136	3.86996598624508
ENSG00000163719	MTMR14	choroid plexus	45	Brain	Brain	18.518	10.3889008670066
ENSG00000163794	UCN	amygdala	7.9	Brain	Brain	2.688	2.49862329440573
ENSG00000163798	SLC4A1AP	cerebellum	25.3	Brain	Brain	15.04	4.49956914037106
ENSG00000163817	SLC6A20	choroid plexus	48.6	Brain	Brain	2.486	7.93072068681308
ENSG00000163818	LZTFL1	cerebral cortex	11.7	Brain	Brain	4.344	2.56675448210938
ENSG00000163832	ELP6	choroid plexus	27.2	Brain	Brain	17.4	4.74156608934135
ENSG00000163872	YEATS2	cerebellum	14.4	Brain	Brain	8.472	2.89567164673661
ENSG00000163873	GRIK3	cerebral cortex	11	Brain	Brain	1.822	2.50234910042707
ENSG00000163875	MEAF6	hypothalamus	65.4	Brain	Brain	36.208	11.5691856732813
ENSG00000163879	DNALI1	choroid plexus	77.1	Brain	Brain	9.078	12.9578483033666
ENSG00000163888	CAMK2N2	amygdala	67.4	Brain	Brain	10.992	23.3757404335419
ENSG00000163930	BAP1	amygdala	113.9	Brain	Brain	50.76	29.5900562448169
ENSG00000163956	LRPAP1	basal ganglia	21.2	Brain	Brain	7.42	4.15014137944574
ENSG00000163964	PIGX	choroid plexus	20.5	Brain	Brain	11.172	3.96263363258862
ENSG00000164031	DNAJB14	cerebral cortex	20.8	Brain	Brain	10.714	3.2878260294608
ENSG00000164038	SLC9B2	cerebral cortex	20.2	Brain	Brain	6.642	5.92383941961527
ENSG00000164048	ZNF589	cerebellum	18.2	Brain	Brain	8.704	4.52020227107467
ENSG00000164051	CCDC51	choroid plexus	62	Brain	Brain	10.25	7.81302549253097
ENSG00000164054	SHISA5	choroid plexus	182.8	Brain	Brain	69.15	27.9689569169179
ENSG00000164061	BSN	cerebellum	30	Brain	Brain	2.314	5.66529030904104
ENSG00000164073	MFSD8	cerebellum	9.6	Brain	Brain	5.752	1.63298149757692
ENSG00000164076	CAMKV	basal ganglia	212.4	Brain	Brain	11.106	36.5623784002862
ENSG00000164077	MON1A	cerebral cortex	18	Brain	Brain	7.262	4.2395075763343
ENSG00000164080	RAD54L2	cerebellum	7.6	Brain	Brain	4.598	1.15059700564001
ENSG00000164081	TEX264	choroid plexus	84.7	Brain	Brain	40.922	17.8949233480519
ENSG00000164082	GRM2	cerebral cortex	4.2	Brain	Brain	0.25	0.637997504953217
ENSG00000164089	ETNPPL	amygdala	241.4	Brain	Brain	27.42	63.8825676454821
ENSG00000164096	C4orf3	spinal cord	153.6	Brain	Brain	78.336	36.6870257887511
ENSG00000164099	PRSS12	choroid plexus	24.9	Brain	Brain	3.588	4.82496230290868
ENSG00000164100	NDST3	basal ganglia	3.7	Brain	Brain	0.544	1.12724334152853
